,cut,color,clarity,depth,table
7012,4,5,6,61.7,56.0
7013,3,1,4,58.7,60.0
7014,4,3,4,62.0,55.0
7015,4,4,5,61.1,57.0
7016,5,6,3,61.9,60.0
7017,5,4,7,61.5,58.0
7018,3,4,5,59.3,58.0
7019,4,5,6,62.5,56.0
7020,1,3,1,65.5,58.0
7021,4,6,6,62.0,55.0
7022,5,3,3,62.9,58.0
7023,4,5,4,61.7,56.0
7024,4,3,7,62.0,59.0
7025,5,7,3,58.3,58.0
7026,4,4,6,62.1,57.0
7027,3,7,2,59.8,57.0
7028,3,5,3,62.8,56.0
7029,3,2,3,60.3,61.0
7030,3,1,3,61.9,60.0
7031,4,2,2,61.1,57.0
7032,3,5,2,63.5,57.0
7033,5,3,6,62.0,58.0
7034,2,4,3,63.5,61.0
7035,4,4,2,62.0,55.0
7036,3,6,4,62.8,55.0
7037,5,6,5,59.8,60.0
7038,4,6,2,61.3,55.0
7039,4,4,7,60.6,56.0
7040,5,5,2,58.3,62.0
7041,4,2,4,59.8,57.0
7042,3,2,5,62.4,56.0
7043,4,6,3,62.0,56.0
7044,4,7,5,61.7,56.0
7045,4,4,5,62.0,53.9
7046,3,4,2,63.0,55.0
7047,3,2,4,59.6,60.0
7048,3,4,4,63.2,58.0
7049,5,1,3,60.5,59.0
7050,3,5,3,62.1,58.0
7051,2,3,4,62.5,59.0
7052,3,5,7,61.8,59.0
7053,5,6,3,62.8,59.0
7054,3,3,4,61.3,58.0
7055,4,4,5,60.8,57.0
7056,5,4,6,60.6,60.0
7057,4,5,3,61.2,55.0
7058,2,6,3,57.9,55.0
7059,5,7,3,61.6,58.0
7060,4,5,4,62.8,57.0
7061,1,3,3,65.1,56.0
7062,4,7,1,60.6,55.0
7063,5,7,3,60.2,60.0
7064,4,5,2,61.9,55.0
7065,4,3,7,61.7,57.0
7066,4,2,2,61.0,59.0
7067,5,5,3,60.9,59.0
7068,2,6,4,63.8,58.0
7069,4,6,3,60.7,56.0
7070,4,4,7,60.4,57.0
7071,4,7,2,60.4,56.0
7072,5,2,5,61.8,58.0
7073,4,7,4,62.3,55.0
7074,3,7,2,62.3,59.0
7075,4,2,5,61.9,55.0
7076,5,2,7,62.4,59.0
7077,5,4,7,62.0,59.0
7078,4,7,3,62.7,55.0
7079,4,4,3,61.3,56.0
7080,5,5,2,62.8,55.0
7081,4,3,3,61.5,57.0
7082,4,6,3,62.6,55.0
7083,5,7,2,62.0,58.0
7084,4,2,7,62.3,55.0
7085,3,4,4,63.5,57.0
7086,5,2,4,61.9,56.0
7087,4,3,3,61.3,57.0
7088,1,4,5,64.9,65.0
7089,4,3,7,61.6,55.0
7090,3,1,2,60.6,60.0
7091,3,5,4,62.9,57.0
7092,5,3,4,60.7,58.0
7093,2,6,3,63.3,60.0
7094,5,7,4,61.2,60.0
7095,4,4,5,61.0,57.0
7096,4,5,4,60.3,57.0
7097,4,4,5,62.4,57.0
7098,2,6,3,64.5,56.0
7099,4,5,5,60.9,57.0
7100,4,6,4,62.2,55.0
7101,4,4,6,62.1,57.0
7102,5,7,5,61.8,54.0
7103,5,6,4,61.8,58.0
7104,4,4,5,62.7,54.0
7105,5,6,4,62.4,60.0
7106,4,4,4,62.4,54.0
7107,5,4,2,60.5,58.0
7108,2,7,4,63.4,54.0
7109,2,6,4,63.1,61.0
7110,4,3,3,61.8,54.0
7111,4,4,4,62.2,55.0
7112,3,3,2,63.2,57.0
7113,4,5,6,62.2,56.0
7114,4,4,8,61.9,53.0
7115,4,4,2,60.7,55.0
7116,4,5,3,62.7,57.0
7117,3,7,2,63.3,57.0
7118,1,4,4,64.6,55.0
7119,3,5,7,61.5,56.0
7120,3,2,5,62.9,59.0
7121,4,6,2,62.9,56.0
7122,4,6,5,61.9,55.0
7123,4,4,2,61.7,54.0
7124,3,7,5,62.7,58.0
7125,4,4,5,61.4,56.0
7126,4,4,4,62.8,54.0
7127,5,4,5,62.7,60.0
7128,5,6,6,60.1,59.0
7129,4,7,3,62.3,55.0
7130,4,7,6,61.0,57.0
7131,5,3,3,62.0,58.0
7132,3,7,4,62.8,55.0
7133,3,3,5,61.4,56.0
7134,3,6,4,62.8,57.0
7135,5,7,5,60.6,59.0
7136,5,6,4,59.2,58.0
7137,4,6,4,61.9,57.0
7138,3,6,3,61.7,56.0
7139,4,7,5,61.2,59.0
7140,5,4,5,62.9,58.0
7141,3,5,6,61.0,63.0
7142,2,5,5,63.2,58.0
7143,4,5,7,61.1,54.0
7144,5,3,4,62.7,59.0
7145,4,7,4,61.0,54.0
7146,5,5,4,61.4,59.0
7147,2,3,4,63.3,55.0
7148,4,5,2,61.9,55.0
7149,3,5,3,63.1,59.0
7150,5,3,3,61.1,58.0
7151,3,4,7,62.3,59.0
7152,4,4,7,62.3,55.0
7153,4,7,7,61.7,55.0
7154,4,2,3,61.9,56.0
7155,3,3,7,62.3,55.0
7156,3,7,3,61.0,63.0
7157,4,4,4,62.3,54.0
7158,2,5,4,63.5,55.0
7159,3,7,3,60.8,58.0
7160,4,4,8,61.6,54.0
7161,5,5,4,59.0,58.0
7162,4,4,4,61.8,56.0
7163,3,6,2,63.4,56.0
7164,4,6,2,61.2,55.0
7165,3,7,4,62.9,58.4
7166,4,3,5,62.0,57.0
7167,3,4,5,62.2,59.0
7168,1,5,2,65.1,58.0
7169,3,3,4,62.6,58.0
7170,4,4,6,61.9,56.0
7171,2,6,6,63.1,58.0
7172,2,6,2,64.0,62.0
7173,3,3,3,62.3,57.0
7174,1,2,1,62.2,66.0
7175,5,6,6,60.8,55.0
7176,2,4,5,64.3,57.0
7177,5,4,4,60.2,59.0
7178,4,2,5,62.5,55.0
7179,4,6,2,61.4,55.0
7180,5,3,2,62.2,61.0
7181,3,3,2,63.3,58.0
7182,5,4,3,62.3,58.0
7183,5,5,4,59.5,60.0
7184,5,6,4,60.5,56.0
7185,5,5,4,59.8,58.0
7186,3,2,5,63.2,59.0
7187,4,3,4,61.5,56.0
7188,4,4,2,61.9,58.0
7189,4,5,6,61.9,56.0
7190,4,4,5,61.1,56.0
7191,4,5,6,61.3,56.0
7192,3,3,4,60.9,55.0
7193,4,5,4,62.4,54.0
7194,5,2,3,59.0,61.0
7195,5,2,3,61.0,56.0
7196,4,3,5,61.6,56.0
7197,2,3,3,57.1,61.0
7198,4,3,8,62.4,57.0
7199,5,1,2,60.0,58.0
7200,4,6,3,62.5,56.0
7201,5,6,3,61.6,61.0
7202,2,3,4,57.3,59.0
7203,4,4,8,63.1,54.0
7204,4,7,2,62.0,57.0
7205,5,5,4,62.0,61.0
7206,1,5,4,64.9,52.0
7207,4,7,4,61.7,55.0
7208,4,4,5,61.9,56.0
7209,4,6,6,61.4,55.0
7210,5,6,3,61.9,60.0
7211,3,3,4,61.8,56.0
7212,5,4,2,61.3,58.0
7213,1,3,2,65.3,62.0
7214,2,6,4,57.8,60.0
7215,4,6,4,61.9,55.0
7216,4,4,6,62.7,57.0
7217,4,2,5,63.0,56.0
7218,5,2,5,63.0,59.0
7219,5,4,5,62.6,60.0
7220,5,5,8,58.0,61.0
7221,5,2,2,62.6,58.0
7222,4,7,4,61.9,55.0
7223,5,3,3,60.9,60.0
7224,4,4,6,62.6,56.0
7225,5,5,3,62.1,58.0
7226,3,5,4,63.2,56.0
7227,4,7,5,62.0,55.0
7228,4,4,4,62.0,56.0
7229,4,3,3,61.6,57.0
7230,4,7,4,60.9,56.0
7231,5,7,2,62.3,58.0
7232,1,5,3,56.6,65.0
7233,5,3,1,62.9,59.0
7234,1,3,1,69.7,55.0
7235,4,6,5,62.0,56.0
7236,4,5,4,61.8,54.0
7237,5,4,3,62.0,61.0
7238,5,2,3,60.2,60.0
7239,4,6,5,62.1,58.0
7240,4,4,7,61.3,56.0
7241,2,4,2,58.1,64.0
7242,3,6,3,62.0,60.0
7243,4,7,3,62.2,54.0
7244,2,3,4,63.8,59.0
7245,3,1,5,59.6,62.0
7246,5,5,3,62.3,58.0
7247,4,3,6,60.9,57.0
7248,3,3,4,59.7,61.0
7249,2,2,3,63.7,57.0
7250,3,2,5,62.2,59.0
7251,5,4,5,61.1,59.0
7252,5,3,4,61.9,59.0
7253,4,2,2,61.4,55.0
7254,1,7,3,65.5,58.0
7255,5,6,4,59.8,62.0
7256,3,6,3,60.6,57.0
7257,5,2,4,62.5,61.0
7258,3,7,2,60.1,60.0
7259,1,4,1,68.0,55.0
7260,5,6,4,62.3,58.0
7261,3,1,3,62.4,58.0
7262,5,6,1,62.5,58.0
7263,3,7,3,62.5,58.0
7264,1,4,3,65.7,55.0
7265,3,7,3,62.6,58.0
7266,2,4,2,63.7,55.0
7267,4,5,7,61.9,56.0
7268,4,6,3,62.0,53.0
7269,1,3,4,65.9,55.0
7270,4,7,4,62.0,56.0
7271,3,5,5,58.6,57.0
7272,3,4,3,60.0,63.0
7273,4,6,4,61.9,57.0
7274,2,3,3,63.7,60.0
7275,1,7,3,64.8,59.0
7276,2,7,4,60.9,60.0
7277,4,5,4,62.1,55.0
7278,2,6,4,63.7,59.0
7279,1,4,5,60.3,66.0
7280,5,2,2,62.7,58.0
7281,3,6,3,63.5,58.0
7282,4,4,4,62.1,57.0
7283,4,3,5,61.6,55.0
7284,4,6,2,61.6,55.0
7285,5,4,4,62.9,60.0
7286,3,4,2,63.4,61.0
7287,3,4,6,63.0,59.0
7288,5,4,5,62.1,58.0
7289,4,6,2,61.7,57.0
7290,4,7,2,60.2,56.0
7291,5,4,2,61.8,58.0
7292,5,2,4,60.8,60.0
7293,4,3,2,61.8,54.0
7294,2,4,4,63.6,59.0
7295,3,6,2,63.2,56.0
7296,5,6,3,60.3,58.0
7297,3,2,5,61.2,58.0
7298,4,3,4,62.4,55.0
7299,5,2,3,58.9,59.0
7300,5,2,4,62.5,58.0
7301,5,4,4,58.6,61.0
7302,5,4,6,60.5,58.0
7303,3,7,2,63.5,56.0
7304,3,3,5,63.6,55.0
7305,5,6,3,62.7,56.0
7306,5,7,7,60.0,59.0
7307,4,3,4,61.3,56.0
7308,3,6,4,59.4,58.0
7309,4,1,5,61.8,56.0
7310,5,7,3,60.5,60.0
7311,4,4,6,61.7,57.0
7312,5,4,4,62.6,55.0
7313,5,5,4,62.7,59.0
7314,4,1,3,62.3,57.0
7315,5,5,3,60.5,60.0
7316,2,5,3,63.5,59.0
7317,4,6,3,62.3,54.0
7318,4,6,5,60.2,57.0
7319,4,3,4,62.1,53.8
7320,2,2,3,62.8,59.0
7321,2,5,1,63.8,57.0
7322,2,6,3,63.9,56.0
7323,4,5,2,62.0,56.0
7324,5,4,3,60.5,58.0
7325,4,4,7,61.8,55.0
7326,2,3,7,62.6,62.0
7327,2,5,3,65.5,66.0
7328,4,3,8,61.6,54.0
7329,5,3,4,59.5,58.0
7330,3,4,4,59.9,54.6
7331,5,3,3,60.2,60.0
7332,5,3,5,60.8,61.0
7333,2,5,4,65.2,57.0
7334,3,4,2,63.4,56.0
7335,1,2,3,62.0,67.0
7336,5,2,3,61.2,60.0
7337,5,2,5,62.6,59.0
7338,2,4,3,63.6,58.0
7339,3,5,4,60.0,57.0
7340,5,6,2,62.6,58.0
7341,3,5,3,61.9,57.0
7342,4,3,4,61.9,57.0
7343,3,1,3,59.2,58.0
7344,3,3,4,62.4,57.0
7345,3,2,2,63.8,54.0
7346,2,5,5,58.3,61.0
7347,1,5,1,66.1,57.0
7348,5,3,5,61.8,62.0
7349,3,6,7,60.0,58.0
7350,3,6,3,63.1,57.0
7351,5,7,4,61.5,58.0
7352,5,7,2,62.3,59.0
7353,1,5,8,60.1,61.0
7354,4,2,4,61.5,55.0
7355,4,6,3,62.9,56.0
7356,4,4,6,61.0,57.0
7357,2,5,4,58.2,58.0
7358,4,7,4,62.8,55.0
7359,4,4,2,62.0,57.0
7360,5,2,5,61.7,59.0
7361,3,5,6,62.1,60.0
7362,4,4,6,62.6,56.0
7363,4,5,3,62.3,56.0
7364,4,4,6,62.3,56.0
7365,1,5,3,64.7,58.0
7366,3,1,6,63.6,56.0
7367,4,4,6,62.3,54.0
7368,2,7,3,64.2,60.0
7369,3,4,3,62.9,54.0
7370,5,6,3,59.3,58.0
7371,3,3,4,61.8,58.0
7372,2,3,5,63.3,57.0
7373,3,4,2,63.3,57.0
7374,3,3,2,60.8,56.0
7375,4,3,4,61.0,55.0
7376,5,3,3,62.4,57.0
7377,2,3,2,63.8,56.0
7378,3,4,3,60.7,58.0
7379,2,3,3,63.7,55.0
7380,3,6,4,63.4,60.0
7381,3,6,4,61.5,58.0
7382,5,6,5,62.9,61.0
7383,4,4,4,62.5,57.0
7384,3,5,4,62.0,60.0
7385,3,3,3,62.7,56.0
7386,2,5,3,64.1,56.0
7387,4,6,4,62.2,57.0
7388,4,2,5,62.1,56.0
7389,4,2,5,62.0,56.0
7390,5,1,5,58.2,61.0
7391,4,7,3,61.4,54.0
7392,5,7,2,60.2,60.0
7393,4,4,5,60.6,54.0
7394,4,6,5,61.9,55.0
7395,3,6,3,63.1,58.0
7396,5,3,3,61.9,57.0
7397,4,4,4,61.9,55.0
7398,4,7,4,60.5,57.0
7399,4,7,4,62.1,58.0
7400,5,2,2,61.0,58.0
7401,1,4,3,64.4,56.0
7402,4,6,5,61.8,56.0
7403,4,7,5,62.0,57.0
7404,4,6,6,61.4,56.0
7405,4,5,7,62.3,54.0
7406,5,3,3,60.4,58.0
7407,5,2,4,61.7,61.0
7408,5,6,2,60.9,59.0
7409,3,6,3,59.7,59.9
7410,3,6,5,62.2,56.0
7411,3,4,5,58.8,58.0
7412,3,6,4,63.0,57.0
7413,4,6,5,61.5,56.0
7414,5,3,2,59.8,59.0
7415,4,2,5,61.6,57.0
7416,4,7,6,60.8,56.0
7417,5,3,2,62.2,56.0
7418,4,6,4,62.1,55.0
7419,4,7,2,61.6,57.0
7420,3,5,3,62.5,62.0
7421,4,5,4,61.2,57.0
7422,5,5,2,61.6,60.0
7423,3,1,5,62.7,58.0
7424,4,7,3,61.7,56.0
7425,3,2,4,63.4,59.0
7426,3,6,3,58.4,58.0
7427,4,6,5,62.2,57.0
7428,4,4,5,61.3,57.0
7429,4,3,3,61.9,57.0
7430,3,6,3,61.8,56.0
7431,5,6,4,62.2,59.0
7432,5,3,3,61.3,60.0
7433,3,3,3,61.5,59.0
7434,5,7,6,58.8,60.0
7435,4,6,4,62.0,56.0
7436,5,4,3,62.4,58.0
7437,2,4,5,62.7,57.0
7438,3,5,2,63.3,54.0
7439,5,2,7,59.1,60.0
7440,3,7,4,63.4,55.0
7441,4,5,4,61.0,56.0
7442,5,6,4,62.1,59.0
7443,4,7,5,62.1,57.0
7444,5,3,3,62.3,58.0
7445,4,5,2,61.9,57.0
7446,5,6,4,61.0,59.0
7447,4,7,4,61.8,55.0
7448,4,5,3,61.0,56.0
7449,5,5,3,61.3,60.0
7450,3,6,6,62.4,58.0
7451,3,5,6,62.8,55.0
7452,3,6,2,60.5,57.0
7453,5,6,2,59.4,60.0
7454,4,3,5,61.2,55.0
7455,5,3,7,60.6,60.0
7456,5,5,2,62.6,59.0
7457,2,6,4,59.0,64.0
7458,2,4,3,64.2,58.0
7459,4,6,7,62.1,55.0
7460,3,4,4,62.2,61.0
7461,4,6,4,61.4,57.0
7462,4,7,4,62.2,56.0
7463,4,3,3,62.4,53.0
7464,1,4,5,64.6,58.8
7465,4,6,2,60.1,57.0
7466,4,7,3,62.9,56.0
7467,3,4,8,62.6,56.0
7468,3,2,4,62.5,61.0
7469,4,6,4,62.3,55.0
7470,5,3,5,61.2,58.0
7471,3,6,3,62.9,56.0
7472,4,1,4,61.6,56.0
7473,4,6,2,61.2,54.0
7474,4,6,3,62.5,56.0
7475,4,4,5,62.0,56.0
7476,4,4,6,61.6,55.0
7477,4,3,5,61.0,56.8
7478,5,4,4,61.2,62.0
7479,4,6,7,61.1,56.0
7480,4,4,5,62.5,57.0
7481,5,5,7,63.0,60.0
7482,4,7,4,62.2,54.0
7483,5,7,3,59.6,61.0
7484,4,5,7,62.2,55.0
7485,2,5,3,63.2,61.0
7486,4,4,5,62.0,55.0
7487,3,6,3,63.0,54.0
7488,2,2,2,63.9,56.0
7489,5,6,3,59.5,58.0
7490,4,5,5,61.4,57.0
7491,3,2,4,63.0,56.0
7492,3,7,3,60.1,60.0
7493,3,7,3,61.1,57.0
7494,3,5,4,62.6,58.0
7495,5,3,7,60.4,58.0
7496,3,4,5,62.0,56.0
7497,4,7,2,60.9,56.0
7498,3,4,3,61.2,63.0
7499,2,5,4,60.2,58.0
7500,4,7,3,60.7,57.0
7501,5,1,3,63.0,56.0
7502,5,4,7,59.5,60.0
7503,5,6,5,62.7,60.0
7504,5,4,2,59.8,61.0
7505,3,5,3,63.1,56.0
7506,5,5,4,61.9,59.0
7507,3,5,3,63.2,56.0
7508,3,4,2,59.9,59.0
7509,2,5,2,62.2,57.0
7510,2,1,2,64.7,54.0
7511,3,5,2,63.2,55.0
7512,4,2,3,60.7,58.0
7513,5,4,5,60.9,58.0
7514,4,4,5,62.1,54.0
7515,5,7,2,62.9,61.0
7516,3,6,6,61.3,57.0
7517,4,5,6,62.2,54.0
7518,4,5,8,61.2,57.0
7519,4,5,3,62.4,57.0
7520,4,7,3,62.0,54.0
7521,5,3,2,59.6,60.0
7522,4,4,2,61.4,56.0
7523,4,3,4,61.5,56.0
7524,5,4,5,58.6,59.0
7525,4,6,5,62.7,55.0
7526,4,3,3,61.5,57.0
7527,5,7,2,61.6,59.0
7528,4,7,4,62.5,55.0
7529,4,2,3,63.5,61.0
7530,2,7,3,58.3,59.0
7531,3,7,3,61.8,61.0
7532,3,7,3,61.4,56.0
7533,3,2,5,64.4,56.0
7534,5,6,8,59.0,58.0
7535,3,4,5,63.1,57.0
7536,4,4,4,62.0,56.0
7537,3,7,4,60.6,63.0
7538,4,4,5,62.6,56.0
7539,4,5,6,61.0,56.0
7540,4,4,6,62.2,54.0
7541,3,5,3,63.3,57.0
7542,4,5,8,62.2,54.0
7543,2,1,3,64.1,61.0
7544,5,6,1,60.9,58.0
7545,5,7,2,60.6,56.0
7546,4,7,4,61.9,57.0
7547,2,3,1,64.3,58.0
7548,4,4,5,62.0,57.0
7549,5,5,5,61.7,59.0
7550,3,2,3,63.5,56.0
7551,5,5,3,59.3,60.0
7552,4,7,3,62.2,56.0
7553,3,4,3,61.3,60.0
7554,4,4,2,63.0,57.0
7555,4,6,5,61.1,57.0
7556,3,7,3,63.3,56.0
7557,2,5,3,61.8,62.0
7558,4,7,3,61.8,57.0
7559,3,7,4,63.1,54.0
7560,2,6,6,64.5,55.0
7561,4,2,6,60.2,58.0
7562,2,4,3,63.6,55.0
7563,4,4,7,61.8,55.0
7564,5,5,3,62.0,60.0
7565,1,7,3,65.9,60.0
7566,2,6,6,62.7,61.0
7567,4,2,2,60.7,57.0
7568,2,2,5,58.3,59.0
7569,5,6,1,62.2,58.0
7570,3,6,6,64.0,56.0
7571,2,5,3,63.4,58.0
7572,4,1,2,62.0,53.0
7573,5,7,2,62.4,58.0
7574,5,3,5,61.0,60.0
7575,5,3,5,61.9,60.0
7576,3,3,4,61.7,56.0
7577,4,5,7,61.7,56.0
7578,3,4,4,62.4,56.0
7579,4,3,8,62.3,55.0
7580,3,4,5,60.1,58.0
7581,5,7,3,60.3,59.0
7582,5,4,4,59.7,59.0
7583,3,4,1,61.5,63.0
7584,2,2,3,63.2,58.0
7585,5,7,3,61.5,55.0
7586,5,6,5,62.2,58.0
7587,3,7,6,61.1,55.0
7588,5,2,3,60.1,58.0
7589,3,5,6,62.4,58.0
7590,5,2,2,59.7,59.0
7591,4,6,3,62.3,55.0
7592,2,3,5,63.4,56.0
7593,2,5,6,61.2,62.0
7594,4,3,8,61.9,54.2
7595,3,6,8,62.8,54.0
7596,5,2,2,58.6,61.0
7597,5,4,3,61.3,59.0
7598,4,6,8,61.7,56.0
7599,3,6,4,63.5,58.0
7600,4,4,6,62.3,55.0
7601,3,7,5,62.3,60.0
7602,5,5,6,62.8,60.0
7603,3,3,2,60.8,58.0
7604,4,3,2,61.2,56.0
7605,4,3,5,61.9,56.0
7606,4,6,4,61.6,57.0
7607,4,2,7,62.7,55.0
7608,4,2,4,62.4,57.0
7609,4,4,5,60.8,57.0
7610,4,4,4,62.5,56.0
7611,4,2,3,60.8,57.0
7612,5,5,3,59.9,58.0
7613,3,7,4,63.0,62.0
7614,4,7,4,61.5,56.0
7615,4,5,8,61.6,56.0
7616,1,7,3,65.0,57.0
7617,4,4,4,62.4,56.0
7618,2,4,5,60.1,61.0
7619,4,4,6,61.6,56.3
7620,2,4,5,58.6,62.0
7621,3,4,2,63.0,58.0
7622,3,6,3,61.8,60.0
7623,5,2,2,59.4,57.0
7624,3,3,4,61.9,60.0
7625,2,2,5,63.4,54.0
7626,4,4,3,62.5,57.0
7627,4,2,5,62.2,55.0
7628,5,5,4,61.5,59.0
7629,5,4,5,60.7,60.0
7630,1,2,5,65.3,55.0
7631,4,6,6,61.8,56.0
7632,3,3,7,62.0,55.0
7633,4,5,5,61.1,55.0
7634,4,6,4,61.3,54.0
7635,2,6,3,64.2,55.0
7636,4,6,2,62.2,55.0
7637,1,2,3,64.6,62.0
7638,3,4,4,62.0,56.0
7639,3,3,4,61.5,55.0
7640,3,1,5,62.3,56.0
7641,5,5,3,61.4,59.0
7642,4,6,6,61.6,56.0
7643,3,7,2,62.8,57.0
7644,5,6,4,59.4,62.0
7645,4,7,6,62.6,56.0
7646,3,7,2,61.9,58.0
7647,4,4,4,62.7,56.0
7648,3,4,4,61.0,56.0
7649,4,4,6,61.9,55.0
7650,3,7,8,59.0,59.0
7651,3,6,2,62.5,54.0
7652,4,2,4,60.6,56.0
7653,3,4,3,63.4,55.0
7654,3,6,3,60.9,59.0
7655,1,4,5,57.5,67.0
7656,5,7,2,60.2,58.0
7657,5,2,3,62.5,60.0
7658,3,4,6,60.0,56.0
7659,4,7,5,62.0,54.0
7660,4,3,3,62.4,54.0
7661,3,5,3,63.4,59.0
7662,2,4,5,63.5,55.0
7663,5,7,2,62.0,58.0
7664,4,5,4,62.6,54.0
7665,3,4,5,62.0,53.0
7666,4,5,7,61.6,55.0
7667,4,5,7,61.3,55.0
7668,4,7,2,62.4,56.0
7669,4,2,4,62.4,56.0
7670,4,4,2,59.6,57.0
7671,3,4,4,62.2,58.0
7672,3,7,3,60.2,60.0
7673,3,3,2,63.8,55.0
7674,5,3,3,61.8,59.0
7675,3,2,4,61.7,58.0
7676,4,4,5,61.6,55.7
7677,3,2,2,58.8,60.0
7678,5,5,2,61.8,54.0
7679,3,4,6,62.8,58.0
7680,3,5,6,60.1,58.0
7681,3,6,3,58.7,60.0
7682,4,4,4,61.7,57.0
7683,4,3,2,63.5,60.0
7684,2,6,2,64.7,57.0
7685,4,5,5,61.2,56.0
7686,5,1,3,61.3,59.0
7687,2,3,3,63.6,55.0
7688,2,6,5,61.5,61.9
7689,5,2,5,60.1,62.0
7690,5,7,2,61.2,58.0
7691,4,3,6,62.5,56.0
7692,4,7,3,62.5,55.0
7693,2,5,5,62.5,56.0
7694,4,4,4,61.4,55.7
7695,3,1,2,63.5,57.0
7696,5,1,5,61.6,57.0
7697,5,4,6,62.0,58.0
7698,5,1,2,61.3,60.0
7699,4,5,5,62.1,55.0
7700,2,1,3,59.9,65.0
7701,3,5,5,62.6,55.0
7702,3,7,4,61.4,56.0
7703,2,2,2,62.6,59.0
7704,1,4,4,64.6,55.0
7705,4,6,7,61.1,56.0
7706,5,4,2,61.3,58.0
7707,5,2,3,61.3,59.0
7708,3,4,4,63.2,58.0
7709,4,7,6,61.4,56.0
7710,3,3,7,62.1,59.0
7711,5,7,3,60.4,58.0
7712,5,6,5,60.4,58.0
7713,5,6,5,60.7,59.0
7714,5,3,2,60.5,61.0
7715,4,4,2,58.8,56.0
7716,2,6,3,60.4,61.0
7717,5,5,7,61.6,58.0
7718,4,4,6,62.0,56.0
7719,1,3,2,61.3,67.0
7720,4,7,5,62.2,55.0
7721,5,4,4,61.5,58.0
7722,3,7,4,62.5,59.0
7723,1,3,4,62.1,70.0
7724,3,3,2,61.2,55.0
7725,2,7,2,64.5,58.0
7726,4,5,6,59.1,57.0
7727,4,2,3,62.6,57.0
7728,4,6,5,60.9,57.0
7729,5,3,3,60.0,58.0
7730,5,4,2,61.0,58.0
7731,4,7,3,62.6,57.0
7732,2,3,3,63.4,60.0
7733,3,3,3,61.0,59.0
7734,4,6,2,61.7,57.0
7735,5,6,3,60.5,61.0
7736,4,3,2,61.9,57.0
7737,4,3,3,63.0,57.0
7738,4,6,4,61.0,56.0
7739,3,5,2,61.0,58.0
7740,3,7,6,61.5,58.0
7741,3,4,3,61.5,54.0
7742,5,7,2,58.6,62.0
7743,3,3,3,62.2,56.0
7744,5,7,3,62.3,58.0
7745,5,4,5,60.8,58.0
7746,2,1,5,63.3,55.0
7747,4,4,3,61.2,56.0
7748,5,4,2,62.7,59.0
7749,5,5,2,62.7,56.0
7750,4,5,4,61.9,56.0
7751,4,1,2,63.2,55.0
7752,2,7,2,58.5,64.0
7753,3,2,2,63.4,58.0
7754,4,5,1,61.8,57.0
7755,4,5,3,61.6,55.0
7756,4,4,4,62.6,57.0
7757,5,6,2,60.8,59.0
7758,5,2,4,62.9,55.0
7759,4,5,3,60.5,57.0
7760,1,1,4,57.0,66.0
7761,3,4,5,62.0,60.0
7762,3,6,3,63.3,60.0
7763,3,2,2,62.5,57.0
7764,4,5,7,61.3,55.0
7765,4,3,4,61.8,58.0
7766,5,3,4,62.5,59.0
7767,4,4,7,61.7,55.0
7768,4,7,3,61.4,55.0
7769,4,5,6,60.9,58.0
7770,4,5,4,60.3,56.0
7771,1,5,8,58.7,62.0
7772,4,3,6,62.0,56.0
7773,4,5,4,60.6,55.0
7774,5,4,8,59.4,61.0
7775,5,1,5,62.7,59.0
7776,5,5,5,61.9,55.0
7777,3,2,5,59.0,57.0
7778,3,6,6,63.7,59.0
7779,4,5,4,61.6,57.0
7780,5,6,3,61.7,56.0
7781,5,3,2,60.7,60.0
7782,4,6,4,59.3,57.0
7783,4,3,4,62.5,57.0
7784,4,5,4,60.0,57.0
7785,5,7,3,60.6,59.0
7786,3,4,4,63.3,58.0
7787,4,6,3,61.5,59.0
7788,3,6,8,58.1,60.0
7789,5,3,2,60.6,59.0
7790,4,7,4,61.5,55.0
7791,4,4,5,62.6,57.0
7792,4,5,7,61.5,56.0
7793,4,2,5,62.2,55.0
7794,4,4,6,59.8,57.0
7795,4,2,6,61.4,56.0
7796,3,1,5,62.7,58.0
7797,4,7,2,61.3,54.0
7798,5,3,2,62.3,58.0
7799,4,4,4,60.8,56.0
7800,5,5,3,62.4,59.0
7801,5,5,2,60.6,62.0
7802,5,5,2,61.7,59.0
7803,1,1,1,73.6,60.0
7804,5,7,3,60.9,60.0
7805,4,4,5,63.0,55.0
7806,2,1,5,63.7,59.0
7807,4,2,5,62.3,55.0
7808,5,7,2,61.1,60.0
7809,5,7,6,60.7,60.0
7810,4,4,6,61.0,56.0
7811,1,4,3,68.2,60.0
7812,3,5,2,63.2,57.0
7813,4,3,4,61.8,55.0
7814,5,1,4,62.4,58.0
7815,5,4,4,61.6,60.0
7816,4,4,7,61.5,56.0
7817,3,5,2,62.0,61.0
7818,2,5,3,59.7,64.0
7819,3,4,4,58.5,59.0
7820,4,5,4,61.6,57.0
7821,4,5,3,59.8,57.0
7822,5,5,4,62.1,59.0
7823,4,6,4,62.2,55.0
7824,3,6,3,59.8,57.0
7825,5,7,2,59.1,60.0
7826,3,3,2,63.5,57.0
7827,4,5,6,62.5,57.0
7828,5,5,2,62.4,58.0
7829,4,4,3,61.0,56.0
7830,4,7,3,61.8,55.0
7831,2,5,3,63.0,61.0
7832,5,5,4,62.6,58.0
7833,4,4,4,62.0,57.0
